Name,Artist,Album,Track Number
"Love Struck Baby (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),27
Give Me Back My Wig,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),14
Boot Hill (1984 Version),Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),15
"Pride & Joy (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),32
"Lenny (Live at The Spectrum, Montreal; Augusy 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),31
"Stang's Swang (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),30
"Band Intros/Encores (Live at The Spectrum, Montreal; Augusy 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),29
"Texas Flood (Live at The Spectrum, Montreal; Augusy 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),28
"Tin Pan Alley (aka Roughest Place In Town) (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),26
"Cold Shot (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),25
"Couldn't Stand The Weather (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),24
"Honey Bee (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),23
"The Things (That) I Used To Do (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),22
Couldn't Stand the Weather,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),2
Look at Little Sister (1984 Version),Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),11
Wham,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),16
Close to You,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),17
Little Wing,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),18
Stang's Swang (Alternate Version),Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),19
"Tesify (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),20
"Voodoo Child (Slight Return) (Live at The Spectrum, Montreal; August 17 1984 (Late Show))",Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather (Legacy Edition),21
Honky Tonk Blues,Huey Lewis And The News,Sports 30th Anniversary Deluxe,9
The Heart Of Rock And Roll,Huey Lewis And The News,Sports 30th Anniversary Deluxe,10
Heart And Soul,Huey Lewis And The News,Sports 30th Anniversary Deluxe,11
Bad Is Bad,Huey Lewis And The News,Sports 30th Anniversary Deluxe,12
I Want A New Drug,Huey Lewis And The News,Sports 30th Anniversary Deluxe,13
Walking On A Thin Line,Huey Lewis And The News,Sports 30th Anniversary Deluxe,14
Finally Found A Home,Huey Lewis And The News,Sports 30th Anniversary Deluxe,15
If This Is It,Huey Lewis And The News,Sports 30th Anniversary Deluxe,16
Hony Tonk Blues,Huey Lewis And The News,Sports 30th Anniversary Deluxe,18
You Crack Me Up,Huey Lewis And The News,Sports 30th Anniversary Deluxe,17
You Crack Me Up,Huey Lewis And The News,Sports 30th Anniversary Deluxe,8
Heart And Soul,Huey Lewis And The News,Sports 30th Anniversary Deluxe,2
I Want A New Drug,Huey Lewis And The News,Sports 30th Anniversary Deluxe,4
Walking On A Thin Line,Huey Lewis And The News,Sports 30th Anniversary Deluxe,5
Finally Found A Home,Huey Lewis And The News,Sports 30th Anniversary Deluxe,6
Bad Is Bad,Huey Lewis And The News,Sports 30th Anniversary Deluxe,3
If This Is It,Huey Lewis And The News,Sports 30th Anniversary Deluxe,7
The Heart Of Rock And Roll,Huey Lewis And The News,Sports 30th Anniversary Deluxe,1
Perfect Pairs,fIREHOSE,"Ragin', Full-On",10
Choose Any Memory,fIREHOSE,"Ragin', Full-On",9
Locked-In,fIREHOSE,"Ragin', Full-On",7
This…,fIREHOSE,"Ragin', Full-On",11
Caroms,fIREHOSE,"Ragin', Full-On",12
On Your Knees,fIREHOSE,"Ragin', Full-On",6
Another Theory Shot To Shit,fIREHOSE,"Ragin', Full-On",5
Chemical Wire,fIREHOSE,"Ragin', Full-On",4
It Matters,fIREHOSE,"Ragin', Full-On",3
Under The Influence Of Meat Puppets,fIREHOSE,"Ragin', Full-On",2
Brave Captain,fIREHOSE,"Ragin', Full-On",1
Relatin' Dudes To Jazz,fIREHOSE,"Ragin', Full-On",13
Things Could Turn Around,fIREHOSE,"Ragin', Full-On",14
The Candle And The Flame,fIREHOSE,"Ragin', Full-On",8
Every Tear From Every Eye (Album Version),John McLaughlin,Electric Guitarist,3
My Foolish Heart,John McLaughlin,Electric Guitarist,7
Phenomenon: Compulsion (Album Version),John McLaughlin,Electric Guitarist,6
Are You the One? Are You the One? (Album Version),John McLaughlin,Electric Guitarist,5
Frienship (Album Version),John McLaughlin,Electric Guitarist,2
New York On My Mind,John McLaughlin,Electric Guitarist,1
Do You Hear The Voices You Left Behind? (Album Version),John McLaughlin,Electric Guitarist,4
Chain Lightning,Steely Dan,Katy Lied,8
Birds of Fire,The Mahavishnu Orchestra,Birds Of Fire,1
Miles Beyond,The Mahavishnu Orchestra,Birds Of Fire,2
Celestial Terrestrial Commuters,The Mahavishnu Orchestra,Birds Of Fire,3
One Word,The Mahavishnu Orchestra,Birds Of Fire,7
Thousand Island Park,The Mahavishnu Orchestra,Birds Of Fire,5
Hope,The Mahavishnu Orchestra,Birds Of Fire,6
Sanctuary,The Mahavishnu Orchestra,Birds Of Fire,8
Open Country Joy,The Mahavishnu Orchestra,Birds Of Fire,9
Resolution,The Mahavishnu Orchestra,Birds Of Fire,10
Sapphire Bullets of Pure Love,The Mahavishnu Orchestra,Birds Of Fire,4
Linus & Lucy,Vince Guaraldi Trio,A Charlie Brown Christmas [Expanded] (Remastered),4
